순번,시험명,시험구분,회차,시험일,시험시작시간,접수시작일,접수마감일,시험장소,합격자발표일,시험유형
792,ADsP(국가공인 데이터분석 준전문가),일반검정,28,2021-03-13,10:00:00,2021-02-16,2021-02-22,제28회 데이터분석 준전문가(ADsP),2021-04-09,필기
793,SQLP(국가공인 SQL 전문가),일반검정,40,2021-03-20,10:00:00,2021-02-22,2021-02-26,제40회 SQL 전문가(SQLP),2021-04-16,필기
794,SQLD(국가공인 SQL 개발자),일반검정,40,2021-03-20,10:00:00,2021-02-22,2021-02-26,제40회 SQL 개발자(SQLD),2021-04-16,필기
795,DAP(국가공인 데이터아키텍처 전문가),일반검정,51,2021-03-27,10:00:00,2021-03-08,2021-03-12,제51회 데이터아키텍처 전문가(DAP),2021-04-23,필기
796,DAsP(데이터아키텍처 준전문가),일반검정,46,2021-03-27,10:00:00,2021-03-08,2021-03-12,제46회 데이터아키텍처 준전문가(DAsP),2021-04-23,필기
797,ADP(국가공인 데이터분석 전문가),일반검정,20,2021-03-27,13:00:00,2021-03-08,2021-03-12,제20회 데이터 분석 전문가(ADP)-실기,2021-04-23,실기
798,국가기술 빅데이터분석기사,일반검정,2,2021-04-17,10:00:00,2021-03-02,2021-03-05,제2회 빅데이터분석기사-필기,2021-05-07,필기
799,ADP(국가공인 데이터분석 전문가),일반검정,21,2021-05-22,10:00:00,2021-04-26,2021-04-30,제21회 데이터분석 전문가(ADP)-필기,2021-06-18,필기
800,ADsP(국가공인 데이터분석 준전문가),일반검정,29,2021-05-22,10:00:00,2021-04-26,2021-04-30,제29회 데이터분석 준전문가(ADsP),2021-06-18,필기
801,SQLP(국가공인 SQL 전문가),일반검정,41,2021-05-29,10:00:00,2021-05-03,2021-05-07,제41회 SQL 전문가(SQLP),2021-06-25,필기
802,SQLD(국가공인 SQL 개발자),일반검정,41,2021-05-29,10:00:00,2021-05-03,2021-05-07,제41회 SQL 개발자(SQLD),2021-06-25,필기
803,DAP(국가공인 데이터아키텍처 전문가),일반검정,52,2021-06-05,10:00:00,2021-05-10,2021-05-14,제52회 데이터아키텍처 전문가(DAP),2021-07-02,필기
804,DAsP(데이터아키텍처 준전문가),일반검정,47,2021-06-05,10:00:00,2021-05-10,2021-05-14,제47회 데이터아키텍처 준전문가(DAsP),2021-07-02,필기
805,ADP(국가공인 데이터분석 전문가),일반검정,21,2021-06-05,13:00:00,2021-05-10,2021-05-14,제21회 데이터 분석 전문가(ADP)-실기,2021-07-02,실기
806,국가기술 빅데이터분석기사,일반검정,2,2021-06-19,10:00:00,2021-05-24,2021-05-28,제2회 빅데이터분석기사-실기,2021-07-16,실기
807,ADP(국가공인 데이터분석 전문가),일반검정,22,2021-08-29,10:00:00,2021-08-02,2021-08-06,제22회 데이터분석 전문가(ADP)-필기,2021-09-24,필기
808,ADsP(국가공인 데이터분석 준전문가),일반검정,30,2021-08-29,10:00:00,2021-08-02,2021-08-06,제30회 데이터분석 준전문가(ADsP),2021-09-24,필기
809,SQLP(국가공인 SQL 전문가),일반검정,42,2021-09-05,10:00:00,2021-08-09,2021-08-13,제42회 SQL 전문가(SQLP),2021-10-01,필기
810,SQLD(국가공인 SQL 개발자),일반검정,42,2021-09-05,10:00:00,2021-08-09,2021-08-13,제42회 SQL 개발자(SQLD),2021-10-01,필기
811,DAP(국가공인 데이터아키텍처 전문가),일반검정,53,2021-09-12,10:00:00,2021-08-17,2021-08-23,제53회 데이터아키텍처 전문가(DAP),2021-10-08,필기
812,DAsP(데이터아키텍처 준전문가),일반검정,48,2021-09-12,10:00:00,2021-08-17,2021-08-23,제48회 데이터아키텍처 준전문가(DAsP),2021-10-08,필기
813,ADP(국가공인 데이터분석 전문가),일반검정,22,2021-09-12,13:00:00,2021-08-17,2021-08-23,제22회 데이터 분석 전문가(ADP)-실기,2021-10-08,실기
814,국가기술 빅데이터분석기사,일반검정,3,2021-10-02,10:00:00,2021-09-06,2021-09-10,제3회 빅데이터분석기사-필기,2021-10-22,필기
815,ADP(국가공인 데이터분석 전문가),일반검정,23,2021-11-06,10:00:00,2021-10-12,2021-10-18,제23회 데이터분석 전문가(ADP)-필기,2021-12-03,필기
816,ADsP(국가공인 데이터분석 준전문가),일반검정,31,2021-11-06,10:00:00,2021-10-12,2021-10-18,제31회 데이터분석 준전문가(ADsP),2021-12-03,필기
817,SQLP(국가공인 SQL 전문가),일반검정,43,2021-11-20,10:00:00,2021-10-25,2021-10-29,제43회 SQL 전문가(SQLP),2021-12-17,필기
818,SQLD(국가공인 SQL 개발자),일반검정,43,2021-11-20,10:00:00,2021-10-25,2021-10-29,제43회 SQL 개발자(SQLD),2021-12-17,필기
819,국가기술 빅데이터분석기사,일반검정,3,2021-12-04,10:00:00,2021-11-08,2021-11-12,제3회 빅데이터분석기사-실기,2021-12-31,실기
820,DAsP(데이터아키텍처 준전문가),특별검정,20,2021-12-14,14:00:00,2021-11-29,2021-12-03,제20회 데이터아키텍처 준전문가(DAsP),2021-12-31,필기
821,DAP(국가공인 데이터아키텍처 전문가),일반검정,54,2021-12-18,10:00:00,2021-11-22,2021-11-26,제54회 데이터아키텍처 전문가(DAP),2022-01-14,필기
822,DAsP(데이터아키텍처 준전문가),일반검정,49,2021-12-18,10:00:00,2021-11-22,2021-11-26,제49회 데이터아키텍처 준전문가(DAsP),2022-01-21,필기
823,ADP(국가공인 데이터분석 전문가),일반검정,23,2021-12-18,13:00:00,2021-11-22,2021-11-26,제23회 데이터 분석 전문가(ADP)-실기,2022-01-14,실기
824,ADsP(국가공인 데이터분석 준전문가),일반검정,32,2022-02-26,10:00:00,2022-01-24,2022-01-28,제32회 데이터분석 준전문가(ADsP),2022-03-25,필기
825,ADP(국가공인 데이터분석 전문가),일반검정,24,2022-02-26,10:00:00,2022-01-24,2022-01-28,제24회 데이터분석 전문가(ADP)-필기,2022-03-25,필기
826,SQLD(국가공인 SQL 개발자),일반검정,44,2022-03-12,10:00:00,2022-02-14,2022-02-18,제44회 SQL 개발자(SQLD),2022-04-08,필기
827,SQLP(국가공인 SQL 전문가),일반검정,44,2022-03-12,10:00:00,2022-02-14,2022-02-18,제44회 SQL 전문가(SQLP),2022-04-08,필기
828,DAsP(데이터아키텍처 준전문가),일반검정,50,2022-03-19,10:00:00,2022-02-21,2022-02-25,제50회 데이터아키텍처 준전문가(DAsP),2022-04-15,필기
829,DAP(국가공인 데이터아키텍처 전문가),일반검정,55,2022-03-19,10:00:00,2022-02-21,2022-02-25,제55회 데이터아키텍처 전문가(DAP),2022-04-15,필기
830,ADP(국가공인 데이터분석 전문가),일반검정,24,2022-03-26,10:00:00,2022-02-28,2022-03-07,제24회 데이터 분석 전문가(ADP)-실기,2022-04-22,실기
831,국가기술 빅데이터분석기사,일반검정,4,2022-04-09,10:00:00,2022-03-07,2022-03-14,제4회 빅데이터분석기사-필기,2022-04-22,필기
832,ADsP(국가공인 데이터분석 준전문가),일반검정,33,2022-05-21,10:00:00,2022-04-25,2022-04-29,제33회 데이터분석 준전문가(ADsP),2022-06-17,필기
833,ADP(국가공인 데이터분석 전문가),일반검정,25,2022-05-21,10:00:00,2022-04-25,2022-04-29,제25회 데이터분석 전문가(ADP)-필기,2022-06-17,필기
834,SQLD(국가공인 SQL 개발자),일반검정,45,2022-05-28,10:00:00,2022-05-02,2022-05-09,제45회 SQL 개발자(SQLD),2022-06-24,필기
835,SQLP(국가공인 SQL 전문가),일반검정,45,2022-05-28,10:00:00,2022-05-02,2022-05-09,제45회 SQL 전문가(SQLP),2022-06-24,필기
836,DAsP(데이터아키텍처 준전문가),일반검정,51,2022-06-04,10:00:00,2022-05-09,2022-05-13,제51회 데이터아키텍처 준전문가(DAsP),2022-07-01,필기
837,DAP(국가공인 데이터아키텍처 전문가),일반검정,56,2022-06-04,10:00:00,2022-05-09,2022-05-13,제56회 데이터아키텍처 전문가(DAP),2022-07-01,필기
838,ADP(국가공인 데이터분석 전문가),일반검정,25,2022-06-18,10:00:00,2022-05-23,2022-05-27,제25회 데이터 분석 전문가(ADP)-실기,2022-07-15,실기
839,국가기술 빅데이터분석기사,일반검정,4,2022-06-25,10:00:00,2022-05-23,2022-05-27,제4회 빅데이터분석기사-실기,2022-07-15,실기
840,ADsP(국가공인 데이터분석 준전문가),일반검정,34,2022-08-28,10:00:00,2022-08-01,2022-08-05,제34회 데이터분석 준전문가(ADsP),2022-09-23,필기
841,ADP(국가공인 데이터분석 전문가),일반검정,26,2022-08-28,10:00:00,2022-08-01,2022-08-05,제26회 데이터분석 전문가(ADP)-필기,2022-09-23,필기
842,SQLD(국가공인 SQL 개발자),일반검정,46,2022-09-04,10:00:00,2022-08-08,2022-08-12,제46회 SQL 개발자(SQLD),2022-09-30,필기
843,SQLP(국가공인 SQL 전문가),일반검정,46,2022-09-04,10:00:00,2022-08-08,2022-08-12,제46회 SQL 전문가(SQLP),2022-10-07,필기
844,DAsP(데이터아키텍처 준전문가),일반검정,52,2022-09-18,10:00:00,2022-08-22,2022-08-26,제52회 데이터아키텍처 준전문가(DAsP),2022-10-14,필기
845,DAP(국가공인 데이터아키텍처 전문가),일반검정,57,2022-09-18,10:00:00,2022-08-22,2022-08-26,제57회 데이터아키텍처 전문가(DAP),2022-10-21,필기
846,ADP(국가공인 데이터분석 전문가),일반검정,26,2022-09-25,10:00:00,2022-08-29,2022-09-02,제26회 데이터 분석 전문가(ADP)-실기,2022-10-28,실기
847,국가기술 빅데이터분석기사,일반검정,5,2022-10-01,10:00:00,2022-08-29,2022-09-02,제5회 빅데이터분석기사-필기,2022-10-21,필기
848,ADsP(국가공인 데이터분석 준전문가),일반검정,35,2022-10-29,10:00:00,2022-10-04,2022-10-11,제35회 데이터분석 준전문가(ADsP),2022-11-25,필기
849,ADP(국가공인 데이터분석 전문가),일반검정,27,2022-10-29,10:00:00,2022-10-04,2022-10-11,제27회 데이터분석 전문가(ADP)-필기,2022-11-25,필기
850,SQLD(국가공인 SQL 개발자),일반검정,47,2022-11-05,10:00:00,2022-10-11,2022-10-17,제47회 SQL 개발자(SQLD),2022-12-02,필기
851,SQLP(국가공인 SQL 전문가),일반검정,47,2022-11-05,10:00:00,2022-10-11,2022-10-17,제47회 SQL 전문가(SQLP),2022-12-09,필기
852,DAsP(데이터아키텍처 준전문가),일반검정,53,2022-11-19,10:00:00,2022-10-24,2022-10-28,제53회 데이터아키텍처 준전문가(DAsP),2022-12-16,필기
853,DAP(국가공인 데이터아키텍처 전문가),일반검정,58,2022-11-19,10:00:00,2022-10-24,2022-10-28,제58회 데이터아키텍처 전문가(DAP),2022-12-23,필기
854,ADP(국가공인 데이터분석 전문가),일반검정,27,2022-11-26,10:00:00,2022-10-31,2022-11-04,제27회 데이터 분석 전문가(ADP)-실기,2022-12-30,실기
855,국가기술 빅데이터분석기사,일반검정,5,2022-12-03,10:00:00,2022-11-07,2022-11-11,제5회 빅데이터분석기사-실기,2022-12-23,실기
856,ADsP(국가공인 데이터분석 준전문가),일반검정,36,2023-02-26,10:00:00,2023-01-25,2023-01-31,제36회 데이터분석 준전문가(ADsP),2023-03-24,필기
857,ADP(국가공인 데이터분석 전문가),일반검정,28,2023-02-26,10:00:00,2023-01-25,2023-01-31,제28회 데이터분석 전문가(ADP)-필기,2023-03-24,필기
858,ADP(국가공인 데이터분석 전문가),일반검정,28,2023-03-12,10:00:00,2023-02-13,2023-02-17,제28회 데이터 분석 전문가(ADP)-실기,2023-04-14,실기
859,SQLD(국가공인 SQL 개발자),일반검정,48,2023-03-19,10:00:00,2023-02-20,2023-02-24,제48회 SQL 개발자(SQLD),2023-04-14,필기
860,SQLP(국가공인 SQL 전문가),일반검정,48,2023-03-19,10:00:00,2023-02-20,2023-02-24,제48회 SQL 전문가(SQLP),2023-04-21,필기
861,국가기술 빅데이터분석기사,일반검정,6,2023-04-08,10:00:00,2023-03-06,2023-03-10,제6회 빅데이터분석기사-필기,2023-04-28,필기
862,DAsP(데이터아키텍처 준전문가),일반검정,54,2023-04-23,10:00:00,2023-03-20,2023-03-24,제54회 데이터아키텍처 준전문가(DAsP),2023-05-19,필기
863,DAP(국가공인 데이터아키텍처 전문가),일반검정,59,2023-04-23,10:00:00,2023-03-20,2023-03-24,제59회 데이터아키텍처 전문가(DAP),2023-05-26,필기
864,ADsP(국가공인 데이터분석 준전문가),일반검정,37,2023-05-20,10:00:00,2023-04-17,2023-04-21,제37회 데이터분석 준전문가(ADsP),2023-06-16,필기
865,ADP(국가공인 데이터분석 전문가),일반검정,29,2023-05-20,10:00:00,2023-04-17,2023-04-21,제29회 데이터분석 전문가(ADP)-필기,2023-06-16,필기
866,ADP(국가공인 데이터분석 전문가),일반검정,29,2023-06-03,10:00:00,2023-05-02,2023-05-09,제29회 데이터 분석 전문가(ADP)-실기,2023-07-07,실기
867,SQLD(국가공인 SQL 개발자),일반검정,49,2023-06-10,10:00:00,2023-05-08,2023-05-12,제49회 SQL 개발자(SQLD),2023-07-07,필기
868,국가기술 빅데이터분석기사,일반검정,6,2023-06-24,10:00:00,2023-05-22,2023-05-26,제6회 빅데이터분석기사-실기,2023-07-14,실기
869,ADsP(국가공인 데이터분석 준전문가),일반검정,38,2023-08-19,10:00:00,2023-07-17,2023-07-21,제38회 데이터분석 준전문가(ADsP),2023-09-15,필기
870,ADP(국가공인 데이터분석 전문가),일반검정,30,2023-08-19,10:00:00,2023-07-17,2023-07-21,제30회 데이터분석 전문가(ADP)-필기,2023-09-15,필기
871,ADP(국가공인 데이터분석 전문가),일반검정,30,2023-09-02,10:00:00,2023-07-31,2023-08-04,제30회 데이터 분석 전문가(ADP)-실기,2023-10-06,실기
872,SQLD(국가공인 SQL 개발자),일반검정,50,2023-09-09,10:00:00,2023-08-07,2023-08-11,제50회 SQL 개발자(SQLD),2023-10-06,필기
873,SQLP(국가공인 SQL 전문가),일반검정,49,2023-09-09,10:00:00,2023-08-07,2023-08-11,제49회 SQL 전문가(SQLP),2023-10-16,필기
874,국가기술 빅데이터분석기사,일반검정,7,2023-09-23,10:00:00,2023-08-21,2023-08-25,제7회 빅데이터분석기사-필기,2023-10-13,필기
875,DAsP(데이터아키텍처 준전문가),일반검정,55,2023-10-14,10:00:00,2023-09-11,2023-09-15,제55회 데이터아키텍처 준전문가(DAsP),2023-11-10,필기
876,DAP(국가공인 데이터아키텍처 전문가),일반검정,60,2023-10-14,10:00:00,2023-09-11,2023-09-15,제60회 데이터아키텍처 전문가(DAP),2023-11-17,필기
877,ADsP(국가공인 데이터분석 준전문가),일반검정,39,2023-10-21,10:00:00,2023-09-18,2023-09-22,제39회 데이터분석 준전문가(ADsP),2023-11-17,필기
878,ADP(국가공인 데이터분석 전문가),일반검정,31,2023-10-21,10:00:00,2023-09-18,2023-09-22,제31회 데이터분석 전문가(ADP)-필기,2023-11-17,필기
879,ADP(국가공인 데이터분석 전문가),일반검정,31,2023-11-04,10:00:00,2023-10-02,2023-10-06,제31회 데이터 분석 전문가(ADP)-실기,2023-12-08,실기
880,SQLD(국가공인 SQL 개발자),일반검정,51,2023-11-18,10:00:00,2023-10-16,2023-10-20,제51회 SQL 개발자(SQLD),2023-12-15,필기
881,국가기술 빅데이터분석기사,일반검정,7,2023-12-02,10:00:00,2023-10-30,2023-11-03,제7회 빅데이터분석기사-실기,2023-12-22,실기
882,데이터분석 전문가(ADP)-필기,일반검정,32,2024-02-24,10:00:00,2024-01-22,2024-01-26,제32회 데이터분석 전문가(ADP)-필기,2024-03-22,필기
883,데이터분석 준전문가(ADsP),일반검정,40,2024-02-24,10:00:00,2024-01-22,2024-01-26,제40회 데이터분석 준전문가(ADsP),2024-03-22,필기
884,SQL 전문가(SQLP),일반검정,50,2024-03-09,10:00:00,2024-01-29,2024-02-02,제50회 SQL 전문가(SQLP),2024-04-12,필기
885,SQL 개발자(SQLD),일반검정,52,2024-03-09,10:00:00,2024-01-29,2024-02-02,제52회 SQL 개발자(SQLD),2024-04-05,필기
886,데이터아키텍처 전문가(DAP),일반검정,61,2024-03-16,10:00:00,2024-02-12,2024-02-16,제61회 데이터아키텍처 전문가(DAP),2024-04-19,필기
887,데이터아키텍처 준전문가(DAsP),일반검정,56,2024-03-16,10:00:00,2024-02-12,2024-02-16,제56회 데이터아키텍처 준전문가(DAsP),2024-04-12,필기
888,빅데이터분석기사-필기,일반검정,8,2024-04-06,10:00:00,2024-03-04,2024-03-08,제8회 빅데이터분석기사-필기,2024-04-26,필기
889,데이터 분석 전문가(ADP)-실기,일반검정,32,2024-04-27,10:00:00,2024-03-22,2024-03-29,제32회 데이터 분석 전문가(ADP)-실기,2024-05-31,실기
890,데이터분석 준전문가(ADsP),일반검정,41,2024-05-11,10:00:00,2024-04-08,2024-04-12,제41회 데이터분석 준전문가(ADsP),2024-06-07,필기
891,SQL 개발자(SQLD),일반검정,53,2024-05-25,10:00:00,2024-04-22,2024-04-26,제53회 SQL 개발자(SQLD),2024-06-21,필기
892,빅데이터분석기사-실기,일반검정,8,2024-06-22,10:00:00,2024-05-20,2024-05-24,제8회 빅데이터분석기사-실기,2024-07-12,실기
893,데이터분석 전문가(ADP)-필기,일반검정,33,2024-08-10,10:00:00,2024-07-01,2024-07-05,제33회 데이터분석 전문가(ADP)-필기,2024-09-06,필기
894,데이터분석 준전문가(ADsP),일반검정,42,2024-08-10,10:00:00,2024-07-01,2024-07-05,제42회 데이터분석 준전문가(ADsP),2024-09-06,필기
895,SQL 전문가(SQLP),일반검정,51,2024-08-24,10:00:00,2024-07-22,2024-07-26,제51회 SQL 전문가(SQLP),2024-09-27,필기
896,SQL 개발자(SQLD),일반검정,54,2024-08-24,10:00:00,2024-07-22,2024-07-26,제54회 SQL 개발자(SQLD),2024-09-20,필기
897,빅데이터분석기사-필기,일반검정,9,2024-09-07,10:00:00,2024-08-05,2024-08-09,제9회 빅데이터분석기사-필기,2024-09-27,필기
898,데이터아키텍처 전문가(DAP),일반검정,62,2024-09-28,10:00:00,2024-08-26,2024-08-30,제62회 데이터아키텍처 전문가(DAP),2024-11-01,필기
899,데이터아키텍처 준전문가(DAsP),일반검정,57,2024-09-28,10:00:00,2024-08-26,2024-08-30,제57회 데이터아키텍처 준전문가(DAsP),2024-10-25,필기
900,데이터 분석 전문가(ADP)-실기,일반검정,33,2024-10-12,10:00:00,2024-09-09,2024-09-13,제33회 데이터 분석 전문가(ADP)-실기,2024-11-15,실기
901,데이터분석 준전문가(ADsP),일반검정,43,2024-11-03,10:00:00,2024-09-30,2024-10-04,제43회 데이터분석 준전문가(ADsP),2024-11-29,필기
902,SQL 개발자(SQLD),일반검정,55,2024-11-17,10:00:00,2024-10-14,2024-10-18,제55회 SQL 개발자(SQLD),2024-12-13,필기
903,빅데이터분석기사-실기,일반검정,9,2024-11-30,10:00:00,2024-10-28,2024-11-01,제9회 빅데이터분석기사-실기,2024-12-20,실기
904,데이터분석 전문가(ADP)-필기,일반검정,34,2025-02-22,10:00:00,2025-01-20,2025-01-24,제34회 데이터분석 전문가(ADP)-필기,2025-03-21,필기
905,데이터분석 준전문가(ADsP),일반검정,44,2025-02-22,10:00:00,2025-01-20,2025-01-24,제44회 데이터분석 준전문가(ADsP),2025-03-21,필기
906,SQL 개발자(SQLD),일반검정,56,2025-03-08,10:00:00,2025-02-03,2025-02-07,제56회 SQL 개발자(SQLD),2025-04-04,필기
907,SQL 전문가(SQLP),일반검정,52,2025-03-08,10:00:00,2025-02-03,2025-02-07,제52회 SQL 전문가(SQLP),2025-04-04,필기
908,데이터아키텍처 전문가(DAP),일반검정,63,2025-03-22,10:00:00,2025-02-17,2025-02-21,제63회 데이터아키텍처 전문가(DAP),2025-04-18,필기
909,데이터아키텍처 준전문가(DAsP),일반검정,58,2025-03-22,10:00:00,2025-02-17,2025-02-21,제58회 데이터아키텍처 준전문가(DAsP),2025-04-18,필기
910,빅데이터분석기사-필기,일반검정,10,2025-04-05,10:00:00,2025-03-04,2025-03-10,제10회 빅데이터분석기사-필기,2025-04-25,필기
911,데이터 분석 전문가(ADP)-실기,일반검정,34,2025-04-11,10:00:00,2025-05-16,2025-05-20,제34회 데이터 분석 전문가(ADP)-실기,2025-05-23,실기
912,데이터분석 준전문가(ADsP),일반검정,45,2025-05-17,10:00:00,2025-04-14,2025-04-18,제45회 데이터분석 준전문가(ADsP),2025-06-13,필기
913,SQL 개발자(SQLD),일반검정,57,2025-05-31,10:00:00,2025-04-28,2025-05-02,제57회 SQL 개발자(SQLD),2025-06-27,필기
914,빅데이터분석기사-실기,일반검정,10,2025-06-21,10:00:00,2025-05-19,2025-05-23,제10회 빅데이터분석기사-실기,2025-07-11,실기
915,데이터분석 전문가(ADP)-필기,일반검정,35,2025-08-09,10:00:00,2025-07-07,2025-07-11,제35회 데이터분석 전문가(ADP)-필기,2025-09-05,필기
916,데이터분석 준전문가(ADsP),일반검정,46,2025-08-09,10:00:00,2025-07-07,2025-07-11,제46회 데이터분석 준전문가(ADsP),2025-09-05,필기
917,SQL 개발자(SQLD),일반검정,58,2025-08-23,10:00:00,2025-07-21,2025-07-25,제58회 SQL 개발자(SQLD),2025-09-19,필기
918,SQL 전문가(SQLP),일반검정,53,2025-08-23,10:00:00,2025-07-21,2025-07-25,제53회 SQL 전문가(SQLP),2025-09-19,필기
919,빅데이터분석기사-필기,일반검정,11,2025-09-06,10:00:00,2025-08-04,2025-08-08,제11회 빅데이터분석기사-필기,2025-09-26,필기
920,데이터아키텍처 전문가(DAP),일반검정,64,2025-09-27,10:00:00,2025-08-25,2025-08-29,제64회 데이터아키텍처 전문가(DAP),2025-10-24,필기
921,데이터아키텍처 준전문가(DAsP),일반검정,59,2025-09-27,10:00:00,2025-08-25,2025-08-29,제59회 데이터아키텍처 준전문가(DAsP),2025-10-24,필기
922,데이터 분석 전문가(ADP)-실기,일반검정,35,2025-10-02,10:00:00,2025-09-15,2025-09-19,제35회 데이터 분석 전문가(ADP)-실기,2025-11-28,실기
923,데이터분석 준전문가(ADsP),일반검정,47,2025-11-02,10:00:00,2025-09-22,2025-09-26,제47회 데이터분석 준전문가(ADsP),2025-11-28,필기
924,SQL 개발자(SQLD),일반검정,59,2025-11-16,10:00:00,2025-10-13,2025-10-17,제59회 SQL 개발자(SQLD),2025-12-12,필기
925,빅데이터분석기사-실기,일반검정,11,2025-11-29,10:00:00,2025-10-27,2025-10-31,제11회 빅데이터분석기사-실기,2025-12-19,실기
926,데이터분석 전문가(ADP)-필기,일반검정,36,2026-02-07,10:00:00,2026-01-05,2026-01-09,제36회 데이터분석 전문가(ADP)-필기,2026-03-06,필기
927,데이터분석 준전문가(ADsP),일반검정,48,2026-02-07,10:00:00,2026-01-05,2026-01-09,제48회 데이터분석 준전문가(ADsP),2026-03-06,필기
928,SQL 개발자(SQLD),일반검정,60,2026-03-07,10:00:00,2026-02-02,2026-02-06,제60회 SQL 개발자(SQLD),2026-03-27,필기
929,SQL 전문가(SQLP),일반검정,54,2026-03-07,10:00:00,2026-02-02,2026-02-06,제54회 SQL 전문가(SQLP),2026-04-03,필기
930,데이터아키텍처 전문가(DAP),일반검정,65,2026-03-21,10:00:00,2026-02-09,2026-02-13,제65회 데이터아키텍처 전문가(DAP),2026-04-17,필기
931,데이터아키텍처 준전문가(DAsP),일반검정,60,2026-03-21,10:00:00,2026-02-09,2026-02-13,제60회 데이터아키텍처 준전문가(DAsP),2026-04-10,필기
932,빅데이터분석기사-필기,일반검정,12,2026-04-04,10:00:00,2026-03-03,2026-03-09,제12회 빅데이터분석기사-필기,2026-04-27,필기
933,데이터 분석 전문가(ADP)-실기,일반검정,36,2026-05-02,10:00:00,2026-03-30,2026-04-03,제36회 데이터 분석 전문가(ADP)-실기,2026-05-29,실기
934,데이터분석 준전문가(ADsP),일반검정,49,2026-05-17,10:00:00,2026-04-13,2026-04-17,제49회 데이터분석 준전문가(ADsP),2026-06-05,필기
935,SQL 개발자(SQLD),일반검정,61,2026-05-31,10:00:00,2026-04-27,2026-05-01,제61회 SQL 개발자(SQLD),2026-06-19,필기
936,빅데이터분석기사-실기,일반검정,12,2026-06-20,10:00:00,2026-05-18,2026-05-22,제12회 빅데이터분석기사-실기,2026-07-10,실기
937,데이터분석 전문가(ADP)-필기,일반검정,37,2026-08-08,10:00:00,2026-07-06,2026-07-10,제37회 데이터분석 전문가(ADP)-필기,2026-09-04,필기
938,데이터분석 준전문가(ADsP),일반검정,50,2026-08-08,10:00:00,2026-07-06,2026-07-10,제50회 데이터분석 준전문가(ADsP),2026-08-28,필기
939,SQL 개발자(SQLD),일반검정,62,2026-08-22,10:00:00,2026-07-20,2026-07-24,제62회 SQL 개발자(SQLD),2026-09-11,필기
940,SQL 전문가(SQLP),일반검정,55,2026-08-22,10:00:00,2026-07-20,2026-07-24,제55회 SQL 전문가(SQLP),2026-09-18,필기
941,빅데이터분석기사-필기,일반검정,13,2026-09-05,10:00:00,2026-08-03,2026-08-07,제13회 빅데이터분석기사-필기,2026-09-23,필기
942,데이터아키텍처 전문가(DAP),일반검정,66,2026-09-19,10:00:00,2026-08-14,2026-08-21,제66회 데이터아키텍처 전문가(DAP),2026-10-16,필기
943,데이터아키텍처 준전문가(DAsP),일반검정,61,2026-09-19,10:00:00,2026-08-14,2026-08-21,제61회 데이터아키텍처 준전문가(DAsP),2026-10-08,필기
944,데이터 분석 전문가(ADP)-실기,일반검정,37,2026-10-17,10:00:00,2026-09-14,2026-09-18,제37회 데이터 분석 전문가(ADP)-실기,2026-11-13,실기
945,데이터분석 준전문가(ADsP),일반검정,51,2026-10-31,10:00:00,2026-09-28,2026-10-02,제51회 데이터분석 준전문가(ADsP),2026-11-20,필기
946,SQL 개발자(SQLD),일반검정,63,2026-11-14,10:00:00,2026-10-12,2026-10-16,제63회 SQL 개발자(SQLD),2026-12-04,필기
947,빅데이터분석기사-실기,일반검정,13,2026-11-28,10:00:00,2026-10-26,2026-10-30,제13회 빅데이터분석기사-실기,2026-12-18,실기
