순번,시험명,시험구분,회차,시험일,시험시작시간,접수시작일,접수마감일,시험장소,합격자발표일,시험유형
153,DAsP(데이터아키텍처 준전문가),일반검정,20,2014-03-29,13:00:00,2013-11-25,2014-03-07,제20회 DAsP : (서울) 동국대학교 문화관 3층,2014-04-29,필기
154,DAP(국가공인 데이터아키텍처 전문가),일반검정,25,2014-03-29,13:00:00,2013-11-25,2014-03-07,제25회 DAP : (부산) 부경대학교 대연캠퍼스 누리관,2014-04-29,필기
155,DAP(국가공인 데이터아키텍처 전문가),일반검정,25,2014-03-29,13:00:00,2013-11-25,2014-03-07,제25회 DAP : (서울) 동국대학교 문화관 3층,2014-04-29,필기
156,ADP(국가공인 데이터분석 전문가),일반검정,1,2014-04-26,13:00:00,2014-01-08,2014-04-04,제1회 ADP : (서울) 동국대학교 문화관 3층,2014-05-16,필기
157,ADsP(국가공인 데이터분석 준전문가),일반검정,1,2014-04-26,15:00:00,2014-01-08,2014-04-04,제1회 ADsP : (서울) 동국대학교 문화관 3층,2014-05-16,필기
158,DAsP(데이터아키텍처 준전문가),특별검정,8,2014-05-27,15:00:00,2014-05-12,2014-05-19,[특별검정] 제8회 DAsP : 항공대학교,2014-06-27,필기
159,SQLD(국가공인 SQL 개발자),일반검정,13,2014-06-14,13:00:00,2014-03-10,2014-05-23,제13회 SQLD : (대전) 충남대학교 공과대학 5호관 4층,2014-07-14,필기
160,SQLD(국가공인 SQL 개발자),일반검정,13,2014-06-14,13:00:00,2014-03-10,2014-05-23,제13회 SQLD : (부산) 부산외대 D동 트리니티홀 1층,2014-07-14,필기
161,SQLD(국가공인 SQL 개발자),일반검정,13,2014-06-14,13:00:00,2014-03-10,2014-05-23,"제13회 SQLD : (서울) 동국대학교 문화관3,4층",2014-07-14,필기
162,SQLP(국가공인 SQL 전문가),일반검정,13,2014-06-14,13:00:00,2014-03-10,2014-05-23,제13회 SQLP : (대전) 충남대학교 공과대학 5호관 4층,2014-07-14,필기
163,SQLP(국가공인 SQL 전문가),일반검정,13,2014-06-14,13:00:00,2014-03-10,2014-05-23,"제13회 SQLP : (서울)  동국대학교 문화관 3,4층",2014-07-14,필기
164,SQLP(국가공인 SQL 전문가),일반검정,13,2014-06-14,13:00:00,2014-03-10,2014-05-23,제13회 SQLP : (부산) 부산외대 D동 트리니티홀 1층,2014-07-14,필기
165,SQLD(국가공인 SQL 개발자),특별검정,4,2014-06-14,13:00:00,2014-05-26,2014-05-30,[특별검정] SQLD : 건국대학교 새천년관,2014-07-14,필기
166,ADP(국가공인 데이터분석 전문가),일반검정,1,2014-06-28,13:00:00,2014-05-14,2014-06-13,제1회 ADP 실기 : (서울) 한국데이터베이스진흥원,2014-07-28,실기
167,DAP(국가공인 데이터아키텍처 전문가),일반검정,26,2014-07-26,13:00:00,2014-03-31,2014-07-04,제26회 DAP : (대전) 충남대학교 공과대학 5호관 4층,2014-08-26,필기
168,DAP(국가공인 데이터아키텍처 전문가),일반검정,26,2014-07-26,13:00:00,2014-03-31,2014-07-04,제26회 DAP : (서울) 동국대학교 경영관 3층,2014-08-26,필기
169,DAP(국가공인 데이터아키텍처 전문가),일반검정,26,2014-07-26,13:00:00,2014-03-31,2014-07-04,제26회 DAP : (부산) 경성대학교 중앙도서관(27호관) 11층,2014-08-26,필기
170,DAsP(데이터아키텍처 준전문가),일반검정,21,2014-07-26,13:00:00,2014-03-31,2014-07-04,제21회 DAsP : (대전) 충남대학교 공과대학 5호관 4층,2014-08-26,필기
171,DAsP(데이터아키텍처 준전문가),일반검정,21,2014-07-26,13:00:00,2014-03-31,2014-07-04,제21회 DAsP : (서울) 동국대학교 경영관 3층,2014-08-26,필기
172,DAsP(데이터아키텍처 준전문가),일반검정,21,2014-07-26,13:00:00,2014-03-31,2014-07-04,제21회 DAsP : (부산) 경성대학교 중앙도서관(27호관) 11층,2014-08-26,필기
173,ADP(국가공인 데이터분석 전문가),일반검정,2,2014-08-23,13:00:00,2014-04-28,2014-08-01,제2회 ADP : (서울) 동국대학교 문화관 3층,2014-09-12,필기
174,ADsP(국가공인 데이터분석 준전문가),일반검정,2,2014-08-23,13:00:00,2014-04-28,2014-08-01,제2회 ADsP : (서울) 동국대학교 문화관 3층,2014-09-12,필기
175,SQLD(국가공인 SQL 개발자),일반검정,14,2014-09-20,13:00:00,2014-06-16,2014-08-29,제14회 SQLD: (대전) 충남대학교 경상대학,2014-10-20,필기
176,SQLD(국가공인 SQL 개발자),일반검정,14,2014-09-20,13:00:00,2014-06-16,2014-08-29,제14회 SQLD: (부산) 부경대학교 대연캠퍼스,2014-10-20,필기
177,SQLD(국가공인 SQL 개발자),일반검정,14,2014-09-20,13:00:00,2014-06-16,2014-08-29,"제14회 SQLD: (서울) 동국대학교 문화관 3,4층",2014-10-20,필기
178,SQLP(국가공인 SQL 전문가),일반검정,14,2014-09-20,13:00:00,2014-06-16,2014-08-29,제14회 SQLP: (대전) 충남대학교 경상대학,2014-10-20,필기
179,SQLP(국가공인 SQL 전문가),일반검정,14,2014-09-20,13:00:00,2014-06-16,2014-08-29,제14회 SQLP: (부산) 부경대학교 대연캠퍼스,2014-10-20,필기
180,SQLP(국가공인 SQL 전문가),일반검정,14,2014-09-20,13:00:00,2014-06-16,2014-08-29,제14회 SQLP: (서울) 동국대학교 문화관 3층,2014-10-20,필기
181,ADP(국가공인 데이터분석 전문가),일반검정,2,2014-10-18,13:00:00,2014-06-30,2014-10-06,제2회 ADP 실기 : (서울) 한국데이터베이스진흥원,2014-11-14,실기
182,ADsP(국가공인 데이터분석 준전문가),일반검정,3,2014-11-08,13:00:00,2014-08-25,2014-10-17,제3회 ADsP: (전북 - 전주) 전주대학교 진리관 2층,2014-12-08,필기
183,ADsP(국가공인 데이터분석 준전문가),일반검정,3,2014-11-08,13:00:00,2014-08-25,2014-10-17,"제3회 ADsP: (서울) 동국대학교 문화관 3,4층",2014-12-08,필기
184,ADP(국가공인 데이터분석 전문가),일반검정,3,2014-11-08,13:00:00,2014-08-25,2014-10-24,제3회 ADP: (전북 - 전주) 전주대학교 진리관 2층,2014-12-08,필기
185,ADP(국가공인 데이터분석 전문가),일반검정,3,2014-11-08,13:00:00,2014-08-25,2014-10-24,"제3회 ADP: (서울) 동국대학교 문화관 3,4층",2014-12-08,필기
186,DAP(국가공인 데이터아키텍처 전문가),일반검정,27,2014-11-22,13:00:00,2014-07-28,2014-10-31,제27회 DAP : (대전)충남대학교 경상대학,2014-12-22,필기
187,DAP(국가공인 데이터아키텍처 전문가),일반검정,27,2014-11-22,13:00:00,2014-07-28,2014-10-31,제27회 DAP : (부산) 부경대학교 대연캠퍼스,2014-12-22,필기
188,DAP(국가공인 데이터아키텍처 전문가),일반검정,27,2014-11-22,13:00:00,2014-07-28,2014-10-31,제27회 DAP : (서울) 동국대학교 문화관 3층,2014-12-22,필기
189,DAsP(데이터아키텍처 준전문가),일반검정,22,2014-11-22,13:00:00,2014-07-28,2014-10-31,제22회 DAsP : (서울) 동국대학교 문화관 3층,2014-12-22,필기
190,DAsP(데이터아키텍처 준전문가),일반검정,22,2014-11-22,13:00:00,2014-07-28,2014-10-31,제22회 DAsP : (대전) 충남대학교 경상대학,2014-12-22,필기
191,DAsP(데이터아키텍처 준전문가),일반검정,22,2014-11-22,13:00:00,2014-07-28,2014-10-31,제22회 DAsP : (부산) 부경대학교 대연캠퍼스,2014-12-22,필기
192,SQLP(국가공인 SQL 전문가),일반검정,15,2014-12-13,13:00:00,2014-09-22,2014-11-21,제15회 SQLP: (전북 - 전주)전주대 진리관 2층,2015-01-13,필기
193,SQLP(국가공인 SQL 전문가),일반검정,15,2014-12-13,13:00:00,2014-09-22,2014-11-21,제15회 SQLP: (제주) 제주대 경상대학 2호관,2015-01-13,필기
194,SQLP(국가공인 SQL 전문가),일반검정,15,2014-12-13,13:00:00,2014-09-22,2014-11-21,제15회 SQLP: (부산) 부경대학교 누리관 1층,2015-01-13,필기
195,SQLP(국가공인 SQL 전문가),일반검정,15,2014-12-13,13:00:00,2014-09-22,2014-11-21,제15회 SQLP: (대전) 충남대학교 5호관 4층,2015-01-13,필기
196,SQLP(국가공인 SQL 전문가),일반검정,15,2014-12-13,13:00:00,2014-09-22,2014-11-21,"제15회 SQLP: (서울) 동국대학교 문화관 3,4층",2015-01-13,필기
197,SQLD(국가공인 SQL 개발자),일반검정,15,2014-12-13,13:00:00,2014-09-22,2014-11-21,제15회 SQLD: (전북 - 전주)전주대 진리관 2층,2015-01-13,필기
198,SQLD(국가공인 SQL 개발자),일반검정,15,2014-12-13,13:00:00,2014-09-22,2014-11-21,제15회 SQLD: (제주)  제주대 경상대학 2호관,2015-01-13,필기
199,SQLD(국가공인 SQL 개발자),일반검정,15,2014-12-13,13:00:00,2014-09-22,2014-11-21,제15회 SQLD: (대전) 충남대학교 5호관 4층,2015-01-13,필기
200,SQLD(국가공인 SQL 개발자),일반검정,15,2014-12-13,13:00:00,2014-09-22,2014-11-21,제15회 SQLD: (부산) 부경대학교 누리관 1층,2015-01-13,필기
201,SQLD(국가공인 SQL 개발자),일반검정,15,2014-12-13,13:00:00,2014-09-22,2014-11-21,"제15회 SQLD: (서울) 동국대학교 문화관 3,4층",2015-01-13,필기
202,SQLD(국가공인 SQL 개발자),특별검정,5,2014-12-13,13:00:00,2014-10-21,2014-11-29,[특별검정] 제5회 SQLD: (대전)충남대학교 5호관 4층,2015-01-13,필기
203,DAsP(데이터아키텍처 준전문가),특별검정,9,2014-12-17,17:00:00,2014-11-24,2014-12-12,[특별검정] 제9회 DAsP : 삼육대학교,2014-12-26,필기
204,DAsP(데이터아키텍처 준전문가),특별검정,10,2014-12-19,11:00:00,2014-12-08,2014-12-12,[특별검정] 제10회 DAsP : 건국대학교,2014-12-23,필기
205,ADP(국가공인 데이터분석 전문가),일반검정,3,2015-01-24,13:00:00,2014-10-20,2015-01-02,제3회 ADP 실기 : (서울) 한국데이터베이스진흥원,2015-02-23,실기
206,DAP(국가공인 데이터아키텍처 전문가),일반검정,28,2015-02-28,13:00:00,2015-01-02,2015-02-06,제28회 DAP: (부산) 부경대학교 대연캠퍼스,2015-03-23,필기
207,DAP(국가공인 데이터아키텍처 전문가),일반검정,28,2015-02-28,13:00:00,2015-01-02,2015-02-06,제28회 DAP: (대전) 우송대학교 학술정보관,2015-03-23,필기
208,DAP(국가공인 데이터아키텍처 전문가),일반검정,28,2015-02-28,13:00:00,2015-01-02,2015-02-06,제28회 DAP: (서울) 동국대학교 문화관,2015-03-23,필기
209,DAsP(데이터아키텍처 준전문가),일반검정,23,2015-02-28,13:00:00,2015-01-02,2015-02-06,제23회 DAsP: (서울) 동국대학교 문화관 3층,2015-03-23,필기
210,DAsP(데이터아키텍처 준전문가),일반검정,23,2015-02-28,13:00:00,2015-01-02,2015-02-06,제23회 DAsP: (대전) 우송대학교 학술정보관,2015-03-23,필기
211,DAsP(데이터아키텍처 준전문가),일반검정,23,2015-02-28,13:00:00,2015-01-02,2015-02-06,제23회 DAsP: (부산) 부경대학교 대연캠퍼스,2015-03-23,필기
212,SQLP(국가공인 SQL 전문가),일반검정,16,2015-03-14,13:00:00,2015-01-02,2015-02-27,제16회 SQLP: (대전) 충남대학교 5호관 4층,2015-04-13,필기
213,SQLP(국가공인 SQL 전문가),일반검정,16,2015-03-14,13:00:00,2015-01-02,2015-02-27,제16회 SQLP: (부산) 부경대학교 누리관 1층,2015-04-13,필기
214,SQLP(국가공인 SQL 전문가),일반검정,16,2015-03-14,13:00:00,2015-01-02,2015-02-27,"제16회 SQLP: (서울) 동국대학교 문화관 3,4층",2015-04-13,필기
215,SQLD(국가공인 SQL 개발자),일반검정,16,2015-03-14,13:00:00,2015-01-02,2015-02-27,제16회 SQLD: (부산) 부경대학교 누리관 1층,2015-04-13,필기
216,SQLD(국가공인 SQL 개발자),일반검정,16,2015-03-14,13:00:00,2015-01-02,2015-02-27,제16회 SQLD: (대전) 충남대학교 5호관 4층,2015-04-13,필기
217,SQLD(국가공인 SQL 개발자),일반검정,16,2015-03-14,13:00:00,2015-01-02,2015-02-27,"제16회 SQLD: (서울) 동국대학교 문화관 3,4층",2015-04-13,필기
218,ADsP(국가공인 데이터분석 준전문가),일반검정,4,2015-03-28,13:00:00,2015-01-01,2015-03-06,"제4회 ADsP: (대구) 계명대학교 수산관 2,3층",2015-04-27,필기
219,ADsP(국가공인 데이터분석 준전문가),일반검정,4,2015-03-28,13:00:00,2015-01-01,2015-03-06,제4회 ADsP: (전북 - 전주) 전주대학교 진리관 2층,2015-04-27,필기
220,ADsP(국가공인 데이터분석 준전문가),일반검정,4,2015-03-28,13:00:00,2015-01-01,2015-03-06,제4회 ADsP: (서울) 동국대학교 문화관 3층,2015-04-27,필기
221,DAP(국가공인 데이터아키텍처 전문가),일반검정,29,2015-05-30,13:00:00,2015-03-02,2015-05-08,제29회 DAP: (대전) 충남대학교 공과대학 5호관 4층,2015-06-29,필기
222,DAP(국가공인 데이터아키텍처 전문가),일반검정,29,2015-05-30,13:00:00,2015-03-02,2015-05-08,제29회 DAP: (부산) 부경대학교 누리관 1층,2015-06-29,필기
223,DAP(국가공인 데이터아키텍처 전문가),일반검정,29,2015-05-30,13:00:00,2015-03-02,2015-05-08,제29회 DAP: (서울) 동국대학교 문화관 3층,2015-06-29,필기
224,DAsP(데이터아키텍처 준전문가),일반검정,24,2015-05-30,13:00:00,2015-03-02,2015-05-08,제24회 DAsP: (부산) 부경대학교 누리관 1층,2015-06-29,필기
225,DAsP(데이터아키텍처 준전문가),일반검정,24,2015-05-30,13:00:00,2015-03-02,2015-05-08,제24회 DAsP: (대전) 충남대학교 공과대학 5호관 4층,2015-06-29,필기
226,DAsP(데이터아키텍처 준전문가),일반검정,24,2015-05-30,13:00:00,2015-03-02,2015-05-08,제24회 DAsP: (서울) 동국대학교 문화관 3층,2015-06-29,필기
227,DAsP(데이터아키텍처 준전문가),특별검정,11,2015-05-30,13:00:00,2015-05-04,2015-05-08,[특별검정] 제11회 DAsP: 한국항공대학교,2015-06-29,필기
228,DAsP(데이터아키텍처 준전문가),특별검정,12,2015-05-30,13:00:00,2015-05-06,2015-05-08,[특별검정] 제12회 DAsP: 서울여자대학교,2015-06-29,필기
229,SQLP(국가공인 SQL 전문가),일반검정,17,2015-06-06,13:00:00,2015-03-16,2015-05-15,제17회 SQLP: (제주) 제주대학교 자연과학대학 2호관,2015-07-06,필기
230,SQLP(국가공인 SQL 전문가),일반검정,17,2015-06-06,13:00:00,2015-03-16,2015-05-15,제17회 SQLP: (전북 - 전주) 전주대학교 자유관,2015-07-06,필기
231,SQLP(국가공인 SQL 전문가),일반검정,17,2015-06-06,13:00:00,2015-03-16,2015-05-15,제17회 SQLP: (대전) 충남대학교 공과대학 5호관,2015-07-06,필기
232,SQLP(국가공인 SQL 전문가),일반검정,17,2015-06-06,13:00:00,2015-03-16,2015-05-15,제17회 SQLP: (서울) 동국대학교 문화관,2015-07-06,필기
233,SQLP(국가공인 SQL 전문가),일반검정,17,2015-06-06,13:00:00,2015-03-16,2015-05-15,제17회 SQLP: (부산) 부경대학교 누리관 1층,2015-07-06,필기
234,SQLD(국가공인 SQL 개발자),일반검정,17,2015-06-06,13:00:00,2015-03-16,2015-05-15,제17회 SQLD: (부산) 부경대학교 누리관 1층,2015-07-06,필기
235,SQLD(국가공인 SQL 개발자),일반검정,17,2015-06-06,13:00:00,2015-03-16,2015-05-15,제17회 SQLD: (전북 - 전주) 전주대학교 자유관,2015-07-06,필기
236,SQLD(국가공인 SQL 개발자),일반검정,17,2015-06-06,13:00:00,2015-03-16,2015-05-15,제17회 SQLD: (대전) 충남대학교 공과대학 5호관,2015-07-06,필기
237,SQLD(국가공인 SQL 개발자),일반검정,17,2015-06-06,13:00:00,2015-03-16,2015-05-15,제17회 SQLD: (제주) 제주대학교 자연과학대학 2호관,2015-07-06,필기
238,SQLD(국가공인 SQL 개발자),일반검정,17,2015-06-06,13:00:00,2015-03-16,2015-05-15,제17회 SQLD: (서울) 동국대학교 문화관,2015-07-06,필기
239,SQLD(국가공인 SQL 개발자),특별검정,6,2015-06-06,13:00:00,2015-05-14,2015-05-21,[특별검정] 제6회 SQLD: 건국대학교,2015-07-06,필기
240,ADP(국가공인 데이터분석 전문가),일반검정,4,2015-06-13,13:00:00,2015-01-01,2015-05-22,제4회 ADP: (대구)대구대학교 대명동캠퍼스,2015-07-13,필기
241,ADP(국가공인 데이터분석 전문가),일반검정,4,2015-06-13,13:00:00,2015-01-01,2015-05-22,제4회 ADP: (대전) 우송대학교 학술정보관,2015-07-13,필기
242,ADP(국가공인 데이터분석 전문가),일반검정,4,2015-06-13,13:00:00,2015-01-01,2015-05-22,제4회 ADP: (광주) 조선대학교 공과대학 1호관 4층,2015-07-13,필기
243,ADP(국가공인 데이터분석 전문가),일반검정,4,2015-06-13,13:00:00,2015-01-01,2015-05-22,제4회 ADP: (부산) 부경대학교 대연캠퍼스,2015-07-13,필기
244,ADP(국가공인 데이터분석 전문가),일반검정,4,2015-06-13,13:00:00,2015-01-01,2015-05-22,제4회 ADP: (전북 - 전주) 전주대학교 자유관,2015-07-13,필기
245,ADP(국가공인 데이터분석 전문가),일반검정,4,2015-06-13,13:00:00,2015-01-01,2015-05-22,제4회 ADP: (서울) 동국대학교 문화관,2015-07-13,필기
246,ADsP(국가공인 데이터분석 준전문가),일반검정,5,2015-06-13,13:00:00,2015-03-30,2015-05-22,제5회 ADsP: (대구) 대구대학교 대명동캠퍼스,2015-07-13,필기
247,ADsP(국가공인 데이터분석 준전문가),일반검정,5,2015-06-13,13:00:00,2015-03-30,2015-05-22,제5회 ADsP: (광주) 조선대학교 공과대학 1호관 4층,2015-07-13,필기
248,ADsP(국가공인 데이터분석 준전문가),일반검정,5,2015-06-13,13:00:00,2015-03-30,2015-05-22,제5회 ADsP: (서울)  동국대학교 문화관,2015-07-13,필기
249,ADsP(국가공인 데이터분석 준전문가),일반검정,5,2015-06-13,13:00:00,2015-03-30,2015-05-22,제5회 ADsP: (부산) 부경대학교 대연캠퍼스,2015-07-13,필기
250,ADsP(국가공인 데이터분석 준전문가),일반검정,5,2015-06-13,13:00:00,2015-03-30,2015-05-22,제5회 ADsP: (전북-전주) 전주대학교 자유관,2015-07-13,필기
251,ADsP(국가공인 데이터분석 준전문가),일반검정,5,2015-06-13,13:00:00,2015-03-30,2015-05-22,제5회 ADsP: (대전) 우송대학교 학술정보관,2015-07-13,필기
252,ADP(국가공인 데이터분석 전문가),일반검정,4,2015-08-08,13:00:00,2015-01-26,2015-07-24,제4회 ADP 실기: (서울) 한국데이터베이스진흥원,2015-08-24,실기
253,SQLP(국가공인 SQL 전문가),일반검정,18,2015-09-05,13:00:00,2015-06-08,2015-08-17,제18회 SQLP: (부산) 경성대학교 중앙도서관,2015-10-05,필기
254,SQLP(국가공인 SQL 전문가),일반검정,18,2015-09-05,13:00:00,2015-06-08,2015-08-17,제18회 SQLP: (전라북도 - 전주) 전주대학교 자유관,2015-10-05,필기
255,SQLP(국가공인 SQL 전문가),일반검정,18,2015-09-05,13:00:00,2015-06-08,2015-08-17,제18회 SQLP: (대전) 충남대학교 공과대학 5호관,2015-10-05,필기
256,SQLP(국가공인 SQL 전문가),일반검정,18,2015-09-05,13:00:00,2015-06-08,2015-08-17,제18회 SQLP: (서울)동국대학교 문화관/경영관,2015-10-05,필기
257,SQLD(국가공인 SQL 개발자),일반검정,18,2015-09-05,13:00:00,2015-06-08,2015-08-17,제18회 SQLD: (전라북도 - 전주) 전주대학교 자유관,2015-10-05,필기
258,SQLD(국가공인 SQL 개발자),일반검정,18,2015-09-05,13:00:00,2015-06-08,2015-08-17,제18회 SQLD: (부산) 경성대학교 중앙도서관,2015-10-05,필기
259,SQLD(국가공인 SQL 개발자),일반검정,18,2015-09-05,13:00:00,2015-06-08,2015-08-17,제18회 SQLD: (대전) 충남대학교 공과대학 5호관,2015-10-05,필기
260,SQLD(국가공인 SQL 개발자),일반검정,18,2015-09-05,13:00:00,2015-06-08,2015-08-17,제18회 SQLD: (서울) 동국대학교 문화관/경영관,2015-10-05,필기
261,ADP(국가공인 데이터분석 전문가),일반검정,5,2015-09-19,13:00:00,2015-06-15,2015-08-28,제5회 ADP: (서울) 동국대학교 문화관,2015-10-19,필기
262,ADP(국가공인 데이터분석 전문가),일반검정,5,2015-09-19,13:00:00,2015-06-15,2015-08-28,제5회 ADP: (부산) 경성대학교 중앙도서관,2015-10-19,필기
263,ADP(국가공인 데이터분석 전문가),일반검정,5,2015-09-19,13:00:00,2015-06-15,2015-08-28,"제5회 ADP: (대구) 계명대학교 수산관 2,3층",2015-10-19,필기
264,ADP(국가공인 데이터분석 전문가),일반검정,5,2015-09-19,13:00:00,2015-06-15,2015-08-28,제5회 ADP: (광주) 조선대학교 공과대학 1호관 4층,2015-10-19,필기
265,ADP(국가공인 데이터분석 전문가),일반검정,5,2015-09-19,13:00:00,2015-06-15,2015-08-28,제5회 ADP: (전북) 전주대학교 자유관,2015-10-19,필기
266,ADP(국가공인 데이터분석 전문가),일반검정,5,2015-09-19,13:00:00,2015-06-15,2015-08-28,제5회 ADP: (대전) 충남대학교 공과대학 5호관,2015-10-19,필기
267,ADsP(국가공인 데이터분석 준전문가),일반검정,6,2015-09-19,13:00:00,2015-06-15,2015-08-28,제6회 ADsP: (서울) 동국대학교 문화관,2015-10-19,필기
268,ADsP(국가공인 데이터분석 준전문가),일반검정,6,2015-09-19,13:00:00,2015-06-15,2015-08-28,제6회 ADsP: (부산) 경성대학교 중앙도서관,2015-10-19,필기
269,ADsP(국가공인 데이터분석 준전문가),일반검정,6,2015-09-19,13:00:00,2015-06-15,2015-08-28,"제6회 ADsP: (대구) 계명대학교 수산관 2,3층",2015-10-19,필기
270,ADsP(국가공인 데이터분석 준전문가),일반검정,6,2015-09-19,13:00:00,2015-06-15,2015-08-28,제6회 ADsP: (전북 - 전주) 전주대학교 자유관,2015-10-19,필기
271,ADsP(국가공인 데이터분석 준전문가),일반검정,6,2015-09-19,13:00:00,2015-06-15,2015-08-28,제6회 ADsP: (광주) 조선대학교 공과대학 1호관 4층,2015-10-19,필기
272,ADsP(국가공인 데이터분석 준전문가),일반검정,6,2015-09-19,13:00:00,2015-06-15,2015-08-28,제6회 ADsP: (대전) 충남대학교 공과대학 5호관,2015-10-19,필기
273,ADP(국가공인 데이터분석 전문가),일반검정,5,2015-11-14,13:00:00,2015-09-21,2015-10-30,제5회 ADP 실기: (서울) 한국데이터베이스진흥원,2015-11-30,실기
274,DAP(국가공인 데이터아키텍처 전문가),일반검정,30,2015-11-28,13:00:00,2015-06-01,2015-11-06,제30회 DAP: (부산) 경성대학교 중앙도서관,2015-12-28,필기
275,DAP(국가공인 데이터아키텍처 전문가),일반검정,30,2015-11-28,13:00:00,2015-06-01,2015-11-06,제30회 DAP: (대전) 충남대학교 공과대학 5호관 4층,2015-12-28,필기
276,DAP(국가공인 데이터아키텍처 전문가),일반검정,30,2015-11-28,13:00:00,2015-06-01,2015-11-06,제30회 DAP: (서울) 동국대학교 문화관 3층,2015-12-28,필기
277,DAsP(데이터아키텍처 준전문가),일반검정,25,2015-11-28,13:00:00,2015-06-01,2015-11-06,제25회 DAsP: (대전) 충남대학교 공과대학 5호관 4층,2015-12-28,필기
278,DAsP(데이터아키텍처 준전문가),일반검정,25,2015-11-28,13:00:00,2015-06-01,2015-11-06,제25회 DAsP: (서울) 동국대학교 문화관 3층,2015-12-28,필기
279,DAsP(데이터아키텍처 준전문가),일반검정,25,2015-11-28,13:00:00,2015-06-01,2015-11-06,제25회 DAsP: (부산) 경성대학교 중앙도서관,2015-12-28,필기
280,SQLP(국가공인 SQL 전문가),일반검정,19,2015-12-05,13:00:00,2015-09-07,2015-11-13,제19회 SQLP: (부산) 경성대학교 중앙도서관,2016-01-04,필기
281,SQLP(국가공인 SQL 전문가),일반검정,19,2015-12-05,13:00:00,2015-09-07,2015-11-13,제19회 SQLP: (광주) 조선대학교 본관,2016-01-04,필기
282,SQLP(국가공인 SQL 전문가),일반검정,19,2015-12-05,13:00:00,2015-09-07,2015-11-13,제19회 SQLP: (전라북도 - 전주) 전주대학교 자유관 4층,2016-01-04,필기
283,SQLP(국가공인 SQL 전문가),일반검정,19,2015-12-05,13:00:00,2015-09-07,2015-11-13,제19회 SQLP:(대전)충남대 백마교양교육관(W10),2016-01-04,필기
284,SQLP(국가공인 SQL 전문가),일반검정,19,2015-12-05,13:00:00,2015-09-07,2015-11-13,제19회 SQLP: (서울) 동국대학교 문화관,2016-01-04,필기
285,SQLD(국가공인 SQL 개발자),일반검정,19,2015-12-05,13:00:00,2015-09-07,2015-11-13,제19회 SQLD: (부산) 경성대학교 중앙도서관,2016-01-04,필기
286,SQLD(국가공인 SQL 개발자),일반검정,19,2015-12-05,13:00:00,2015-09-07,2015-11-13,제19회 SQLD: (전라북도 - 전주) 전주대학교 자유관 4층,2016-01-04,필기
287,SQLD(국가공인 SQL 개발자),일반검정,19,2015-12-05,13:00:00,2015-09-07,2015-11-13,제19회 SQLD: (광주) 조선대학교 본관,2016-01-04,필기
288,SQLD(국가공인 SQL 개발자),일반검정,19,2015-12-05,13:00:00,2015-09-07,2015-11-13,제19회 SQLD:(대전)충남대 백마교양교육관(W10),2016-01-04,필기
289,SQLD(국가공인 SQL 개발자),일반검정,19,2015-12-05,13:00:00,2015-09-07,2015-11-13,제19회 SQLD: (서울) 동국대학교 문화관,2016-01-04,필기
290,ADsP(국가공인 데이터분석 준전문가),일반검정,7,2015-12-12,13:00:00,2015-09-21,2015-11-20,제7회 ADsP: (대구) 계명대학교 수산관 2층,2016-01-11,필기
291,ADsP(국가공인 데이터분석 준전문가),일반검정,7,2015-12-12,13:00:00,2015-09-21,2015-11-20,제7회 ADsP: (부산) 경성대학교 중앙도서관 11층,2016-01-11,필기
292,ADsP(국가공인 데이터분석 준전문가),일반검정,7,2015-12-12,13:00:00,2015-09-21,2015-11-20,제7회 ADsP: (전북 - 전주) 전주대 자유관 4층,2016-01-11,필기
293,ADsP(국가공인 데이터분석 준전문가),일반검정,7,2015-12-12,13:00:00,2015-09-21,2015-11-20,제7회 ADsP: (광주) 조선대학교 본관,2016-01-11,필기
294,ADsP(국가공인 데이터분석 준전문가),일반검정,7,2015-12-12,13:00:00,2015-09-21,2015-11-20,제7회 ADsP: (대전) 충남대학교 공과대학 2호관,2016-01-11,필기
295,ADsP(국가공인 데이터분석 준전문가),일반검정,7,2015-12-12,13:00:00,2015-09-21,2015-11-20,제7회 ADsP: (서울) 동국대학교 문화관 3층,2016-01-11,필기
296,DAsP(데이터아키텍처 준전문가),특별검정,13,2015-12-22,13:00:00,2015-12-01,2015-12-08,[특별검정] 제13회 DAsP: 삼육대학교,2016-01-22,필기
297,ADP(국가공인 데이터분석 전문가),일반검정,6,2016-02-20,13:00:00,2015-12-28,2016-02-07,제6회 ADP: (대전) 충남대학교 공과대학 2호관 258A,2016-03-22,필기
298,ADP(국가공인 데이터분석 전문가),일반검정,6,2016-02-20,13:00:00,2015-12-28,2016-02-07,제6회 ADP: (대구) 동대구역 회의실 102호,2016-03-22,필기
299,ADP(국가공인 데이터분석 전문가),일반검정,6,2016-02-20,13:00:00,2015-12-28,2016-02-07,제6회 ADP: (광주) 고사장폐쇄,2016-03-22,필기
300,ADP(국가공인 데이터분석 전문가),일반검정,6,2016-02-20,13:00:00,2015-12-28,2016-02-07,제6회 ADP: (전북-전주) 고사장폐쇄,2016-03-22,필기
301,ADP(국가공인 데이터분석 전문가),일반검정,6,2016-02-20,13:00:00,2015-12-28,2016-02-07,제6회 ADP: (부산) 경성대학교 중앙도서관 1002호,2016-03-22,필기
